##########################################################################################################################

################################################### For binary BoW #######################################################

Optimizing for label: toxic
|   iter    |  target   |   alpha   |  max_df   |  min_df   | ngram_... | ngram_... |
| 6         | 0.7488    | 7.854     | 0.7599    | 3.057     | 2.185     | 1.0       |
| 7         | 0.7608    | 6.079     | 0.7512    | 1.26      | 2.898     | 1.0       |
| 8         | 0.7492    | 8.086     | 0.7914    | 1.391     | 2.368     | 1.0       |
| 9         | 0.8502    | 1.229     | 0.8486    | 1.138     | 2.819     | 1.0       |
| 10        | 0.7556    | 6.629     | 0.7935    | 3.08      | 2.093     | 1.0       |
| 11        | 0.9521    | 0.01      | 1.0       | 5.0       | 2.835     | 1.0       |
| 12        | 0.9527    | 0.01      | 1.0       | 3.575     | 3.0       | 1.0       |
| 13        | 0.9529    | 0.01      | 0.7       | 4.343     | 3.0       | 1.0       |
| 14        | 0.9529    | 0.01      | 1.0       | 4.345     | 3.0       | 1.0       |
| 15        | 0.9503    | 0.01      | 1.0       | 1.0       | 1.0       | 1.0       |
| 16        | 0.952     | 0.01      | 0.7       | 1.0       | 3.0       | 1.0       |
| 17        | 0.9517    | 0.01      | 1.0       | 1.807     | 2.135     | 1.0       |
| 18        | 0.9525    | 0.01      | 0.7       | 2.171     | 3.0       | 1.0       |
| 19        | 0.9503    | 0.01      | 0.7       | 1.942     | 1.0       | 1.0       |
| 20        | 0.9503    | 0.01      | 0.7       | 1.0       | 1.769     | 1.0       |
| 21        | 0.952     | 0.01      | 1.0       | 1.0       | 3.0       | 1.0       |
| 22        | 0.952     | 0.01      | 1.0       | 1.765     | 3.0       | 1.0       |
| 23        | 0.953     | 0.01      | 1.0       | 5.0       | 3.0       | 1.0       |
| 24        | 0.9519    | 0.01      | 0.7       | 2.872     | 2.277     | 1.0       |
| 25        | 0.953     | 0.01      | 0.7       | 5.0       | 3.0       | 1.0       |
| 26        | 0.9503    | 0.01      | 0.7       | 1.0       | 1.0       | 1.0       |
| 27        | 0.9527    | 0.01      | 0.7       | 3.003     | 3.0       | 1.0       |
| 28        | 0.9503    | 0.01      | 1.0       | 2.398     | 1.746     | 1.0       |
| 29        | 0.9503    | 0.01      | 0.7       | 1.981     | 1.824     | 1.0       |
| 30        | 0.9519    | 0.01      | 1.0       | 2.619     | 2.715     | 1.0       |
| 31        | 0.9517    | 0.01      | 1.0       | 1.0       | 2.484     | 1.0       |
| 32        | 0.9527    | 0.01      | 0.7       | 3.72      | 3.0       | 1.0       |
| 33        | 0.952     | 0.01      | 1.0       | 3.529     | 2.561     | 1.0       |
| 34        | 0.9503    | 0.01      | 1.0       | 1.591     | 1.0       | 1.0       |
| 35        | 0.952     | 0.01      | 0.7       | 1.501     | 3.0       | 1.0       |
| 36        | 0.952     | 0.01      | 0.7       | 3.306     | 2.719     | 1.0       |
| 37        | 0.9529    | 0.01      | 0.8505    | 4.737     | 3.0       | 1.0       |
| 38        | 0.952     | 0.01      | 1.0       | 3.971     | 2.878     | 1.0       |
| 39        | 0.9527    | 0.01      | 1.0       | 3.017     | 3.0       | 1.0       |
| 40        | 0.9529    | 0.01      | 0.7       | 4.09      | 3.0       | 1.0       |
| 41        | 0.952     | 0.01      | 1.0       | 3.039     | 2.38      | 1.0       |
| 42        | 0.9503    | 0.01      | 1.0       | 1.302     | 1.717     | 1.0       |
| 43        | 0.953     | 0.01      | 1.0       | 5.0       | 3.0       | 1.0       |
| 44        | 0.9517    | 0.01      | 1.0       | 1.576     | 2.595     | 1.0       |
| 45        | 0.953     | 0.01      | 0.8486    | 5.0       | 3.0       | 1.0       |
| 46        | 0.9527    | 0.01      | 0.7       | 3.333     | 3.0       | 1.0       |
| 47        | 0.9525    | 0.01      | 0.7       | 2.591     | 3.0       | 1.0       |
Data point [0.01 0.7  5.   3.   1.  ] is not unique. 1 duplicates registered. Continuing ...
| 48        | 0.953     | 0.01      | 0.7       | 5.0       | 3.0       | 1.0       |
| 49        | 0.9529    | 0.01      | 1.0       | 4.699     | 3.0       | 1.0       |
| 50        | 0.9519    | 0.01      | 0.7       | 2.192     | 2.528     | 1.0       |
| 51        | 0.9529    | 0.01      | 0.855     | 4.412     | 3.0       | 1.0       |
| 52        | 0.9527    | 0.01      | 0.9056    | 3.27      | 3.0       | 1.0       |
Data point [0.01 1.   5.   3.   1.  ] is not unique. 2 duplicates registered. Continuing ...
| 53        | 0.953     | 0.01      | 1.0       | 5.0       | 3.0       | 1.0       |
| 54        | 0.9529    | 0.01      | 1.0       | 4.535     | 3.0       | 1.0       |
Data point [0.01 1.   5.   3.   1.  ] is not unique. 3 duplicates registered. Continuing ...
| 55        | 0.953     | 0.01      | 1.0       | 5.0       | 3.0       | 1.0       |
| 56        | 0.952     | 0.01      | 0.9116    | 1.255     | 3.0       | 1.0       |
| 57        | 0.9525    | 0.01      | 1.0       | 2.348     | 3.0       | 1.0       |
Data point [0.01 0.7  5.   3.   1.  ] is not unique. 4 duplicates registered. Continuing ...
| 58        | 0.953     | 0.01      | 0.7       | 5.0       | 3.0       | 1.0       |
Data point [0.01 1.   5.   3.   1.  ] is not unique. 5 duplicates registered. Continuing ...
| 59        | 0.953     | 0.01      | 1.0       | 5.0       | 3.0       | 1.0       |
| 60        | 0.9529    | 0.01      | 0.7       | 4.713     | 3.0       | 1.0       |
=====================================================================================
Best parameters for label threat: {'alpha': 0.01, 'max_df': 1.0, 'min_df': 5, 'ngram_range': (1, 3)}
Optimizing for label: insult
|   iter    |  target   |   alpha   |  max_df   |  min_df   | ngram_... | ngram_... |
-------------------------------------------------------------------------------------
| 1         | 0.9122    | 3.752     | 0.9852    | 3.928     | 2.197     | 1.0       |
| 2         | 0.9417    | 1.568     | 0.7174    | 4.465     | 2.202     | 1.0       |
| 3         | 0.9581    | 0.2156    | 0.991     | 4.33      | 1.425     | 1.0       |
| 4         | 0.9145    | 1.842     | 0.7913    | 3.099     | 1.864     | 1.0       |
| 5         | 0.868     | 6.122     | 0.7418    | 2.169     | 1.733     | 1.0       |
| 6         | 0.882     | 7.854     | 0.7599    | 3.057     | 2.185     | 1.0       |
| 7         | 0.8922    | 6.079     | 0.7512    | 1.26      | 2.898     | 1.0       |
| 8         | 0.8806    | 8.086     | 0.7914    | 1.391     | 2.368     | 1.0       |
| 9         | 0.9473    | 1.229     | 0.8486    | 1.138     | 2.819     | 1.0       |
| 10        | 0.889     | 6.629     | 0.7935    | 3.08      | 2.093     | 1.0       |
| 11        | 0.9484    | 0.01998   | 0.9413    | 4.557     | 2.939     | 1.0       |
| 12        | 0.9438    | 0.01      | 1.0       | 1.0       | 1.0       | 1.0       |
| 13        | 0.944     | 0.01      | 0.7       | 1.0       | 3.0       | 1.0       |
| 14        | 0.9437    | 0.01      | 0.7       | 5.0       | 1.0       | 1.0       |
| 15        | 0.9486    | 0.01717   | 0.7969    | 2.963     | 1.776     | 1.0       |
| 16        | 0.8538    | 10.0      | 1.0       | 5.0       | 1.0       | 1.0       |
| 17        | 0.8903    | 5.438     | 0.7       | 5.0       | 3.0       | 1.0       |
| 18        | 0.9184    | 1.832     | 1.0       | 5.0       | 1.0       | 1.0       |
| 19        | 0.9441    | 0.01      | 1.0       | 2.892     | 3.0       | 1.0       |
| 20        | 0.9143    | 2.944     | 1.0       | 1.0       | 3.0       | 1.0       |
| 21        | 0.9604    | 0.39      | 0.9985    | 4.936     | 2.159     | 1.0       |
| 22        | 0.9401    | 1.398     | 1.0       | 5.0       | 3.0       | 1.0       |
| 23        | 0.9434    | 0.01      | 0.7       | 4.351     | 2.002     | 1.0       |
| 24        | 0.9275    | 1.255     | 0.7665    | 1.024     | 1.031     | 1.0       |
| 25        | 0.9435    | 0.01      | 1.0       | 1.737     | 2.047     | 1.0       |
| 26        | 0.9438    | 0.01      | 1.0       | 3.184     | 1.0       | 1.0       |
| 27        | 0.9559    | 0.7323    | 1.0       | 4.094     | 2.311     | 1.0       |
| 28        | 0.9451    | 0.7098    | 1.0       | 5.0       | 1.636     | 1.0       |
| 29        | 0.8502    | 10.0      | 1.0       | 1.0       | 1.0       | 1.0       |
| 30        | 0.949     | 0.9452    | 0.7       | 2.222     | 3.0       | 1.0       |
| 31        | 0.9409    | 1.347     | 1.0       | 3.591     | 3.0       | 1.0       |
| 32        | 0.9599    | 0.4469    | 1.0       | 5.0       | 2.779     | 1.0       |
| 33        | 0.8826    | 4.657     | 1.0       | 5.0       | 1.0       | 1.0       |
| 34        | 0.9583    | 0.09701   | 0.957     | 4.998     | 2.589     | 1.0       |
| 35        | 0.9479    | 0.5466    | 1.0       | 3.773     | 1.54      | 1.0       |
| 36        | 0.9436    | 0.01      | 1.0       | 4.281     | 1.0       | 1.0       |
| 37        | 0.9437    | 0.01      | 1.0       | 5.0       | 1.708     | 1.0       |
| 38        | 0.9438    | 0.01      | 0.7       | 2.064     | 1.0       | 1.0       |
| 39        | 0.8895    | 3.527     | 1.0       | 1.0       | 1.0       | 1.0       |
| 40        | 0.9143    | 3.006     | 0.7       | 5.0       | 3.0       | 1.0       |
| 41        | 0.958     | 0.5981    | 0.7       | 5.0       | 2.501     | 1.0       |
| 42        | 0.9319    | 1.809     | 1.0       | 2.046     | 3.0       | 1.0       |
| 43        | 0.9575    | 0.6313    | 1.0       | 4.647     | 2.432     | 1.0       |
| 44        | 0.9587    | 0.5358    | 0.7       | 1.0       | 2.065     | 1.0       |
| 45        | 0.9555    | 0.7525    | 0.7017    | 1.993     | 2.021     | 1.0       |
| 46        | 0.9378    | 0.8713    | 0.9849    | 1.172     | 1.961     | 1.0       |
| 47        | 0.9588    | 0.5296    | 0.7       | 1.57      | 2.573     | 1.0       |
| 48        | 0.8748    | 7.975     | 1.0       | 5.0       | 3.0       | 1.0       |
| 49        | 0.9607    | 0.3493    | 0.7       | 2.396     | 2.411     | 1.0       |
| 50        | 0.9438    | 0.01      | 0.7       | 1.0       | 1.783     | 1.0       |
| 51        | 0.9573    | 0.6455    | 0.7       | 3.086     | 2.524     | 1.0       |
| 52        | 0.9579    | 0.5986    | 1.0       | 2.673     | 2.342     | 1.0       |
| 53        | 0.957     | 0.6522    | 0.7       | 1.0       | 2.653     | 1.0       |
| 54        | 0.9478    | 0.5563    | 0.7277    | 4.544     | 1.434     | 1.0       |
| 55        | 0.9608    | 0.2093    | 0.7       | 5.0       | 3.0       | 1.0       |
| 56        | 0.9051    | 3.746     | 0.7       | 2.738     | 3.0       | 1.0       |
| 57        | 0.944     | 0.01      | 1.0       | 5.0       | 3.0       | 1.0       |
| 58        | 0.9574    | 0.635     | 0.8546    | 4.079     | 2.944     | 1.0       |
| 59        | 0.9557    | 0.6426    | 0.7       | 4.676     | 3.0       | 1.0       |
| 60        | 0.8658    | 10.0      | 0.7       | 2.848     | 3.0       | 1.0       |
=====================================================================================
Best parameters for label insult: {'alpha': 0.2092609543216633, 'max_df': 0.7, 'min_df': 5, 'ngram_range': (1, 3)}
Optimizing for label: identity_hate
|   iter    |  target   |   alpha   |  max_df   |  min_df   | ngram_... | ngram_... |
-------------------------------------------------------------------------------------
| 1         | 0.8427    | 3.752     | 0.9852    | 3.928     | 2.197     | 1.0       |
| 2         | 0.8862    | 1.568     | 0.7174    | 4.465     | 2.202     | 1.0       |
| 3         | 0.9411    | 0.2156    | 0.991     | 4.33      | 1.425     | 1.0       |
| 4         | 0.8586    | 1.842     | 0.7913    | 3.099     | 1.864     | 1.0       |
| 5         | 0.8098    | 6.122     | 0.7418    | 2.169     | 1.733     | 1.0       |
| 6         | 0.8093    | 7.854     | 0.7599    | 3.057     | 2.185     | 1.0       |
| 7         | 0.8208    | 6.079     | 0.7512    | 1.26      | 2.898     | 1.0       |
| 8         | 0.8089    | 8.086     | 0.7914    | 1.391     | 2.368     | 1.0       |
| 9         | 0.8987    | 1.229     | 0.8486    | 1.138     | 2.819     | 1.0       |
| 10        | 0.8164    | 6.629     | 0.7935    | 3.08      | 2.093     | 1.0       |
| 11        | 0.9442    | 0.01      | 1.0       | 5.0       | 3.0       | 1.0       |
| 12        | 0.9446    | 0.01      | 1.0       | 5.0       | 1.0       | 1.0       |
| 13        | 0.9444    | 0.01      | 1.0       | 1.0       | 1.0       | 1.0       |
| 14        | 0.9444    | 0.01      | 1.0       | 2.296     | 3.0       | 1.0       |
| 15        | 0.944     | 0.01      | 1.0       | 1.0       | 3.0       | 1.0       |
| 16        | 0.9447    | 0.01      | 0.7       | 2.897     | 1.0       | 1.0       |
| 17        | 0.9438    | 0.01      | 0.7       | 4.061     | 2.253     | 1.0       |
| 18        | 0.9447    | 0.01      | 1.0       | 2.026     | 1.802     | 1.0       |
| 19        | 0.9445    | 0.01      | 1.0       | 3.626     | 1.0       | 1.0       |
| 20        | 0.9444    | 0.01      | 0.7       | 1.0       | 1.932     | 1.0       |
| 21        | 0.9546    | 0.02828   | 0.7585    | 4.922     | 1.577     | 1.0       |
| 22        | 0.9546    | 0.02992   | 0.8848    | 4.994     | 2.15      | 1.0       |
| 23        | 0.9436    | 0.01      | 0.7       | 5.0       | 2.084     | 1.0       |
| 24        | 0.7972    | 10.0      | 1.0       | 5.0       | 1.0       | 1.0       |
| 25        | 0.9581    | 0.1379    | 0.9475    | 3.736     | 2.92      | 1.0       |
| 26        | 0.8662    | 1.544     | 1.0       | 1.0       | 1.0       | 1.0       |
| 27        | 0.9551    | 0.03044   | 0.94      | 3.378     | 2.405     | 1.0       |
| 28        | 0.9446    | 0.01      | 1.0       | 5.0       | 1.705     | 1.0       |
| 29        | 0.793     | 10.0      | 1.0       | 1.0       | 1.0       | 1.0       |
| 30        | 0.8168    | 5.62      | 0.7       | 5.0       | 1.0       | 1.0       |
| 31        | 0.8914    | 1.008     | 0.7       | 5.0       | 1.0       | 1.0       |
| 32        | 0.837     | 3.491     | 0.7       | 1.0       | 3.0       | 1.0       |
| 33        | 0.9196    | 0.7692    | 0.7951    | 3.138     | 2.986     | 1.0       |
| 34        | 0.9283    | 0.6039    | 0.9731    | 4.8       | 2.703     | 1.0       |
| 35        | 0.9444    | 0.01      | 0.7       | 4.405     | 1.0       | 1.0       |
| 36        | 0.8005    | 7.553     | 1.0       | 5.0       | 3.0       | 1.0       |
| 37        | 0.9444    | 0.01      | 1.0       | 1.975     | 1.0       | 1.0       |
| 38        | 0.9438    | 0.01      | 1.0       | 4.456     | 2.538     | 1.0       |
| 39        | 0.8472    | 2.774     | 1.0       | 5.0       | 3.0       | 1.0       |
| 40        | 0.9494    | 0.01684   | 0.7066    | 2.862     | 2.703     | 1.0       |
| 41        | 0.8229    | 4.196     | 1.0       | 1.0       | 1.0       | 1.0       |
| 42        | 0.7912    | 10.0      | 0.7       | 3.059     | 3.0       | 1.0       |
| 43        | 0.9575    | 0.1426    | 0.7032    | 1.547     | 2.729     | 1.0       |
| 44        | 0.9443    | 0.01      | 1.0       | 3.277     | 3.0       | 1.0       |
| 45        | 0.9566    | 0.04631   | 0.7071    | 2.834     | 1.846     | 1.0       |
| 46        | 0.9133    | 0.5269    | 0.7537    | 3.291     | 1.699     | 1.0       |
| 47        | 0.9444    | 0.01      | 0.7       | 1.475     | 1.0       | 1.0       |
| 48        | 0.9577    | 0.1411    | 0.7584    | 2.273     | 2.393     | 1.0       |
| 49        | 0.9567    | 0.04007   | 0.7246    | 1.838     | 2.259     | 1.0       |
| 50        | 0.9439    | 0.01      | 1.0       | 1.579     | 2.568     | 1.0       |
| 51        | 0.9361    | 0.4761    | 0.7       | 2.07      | 2.824     | 1.0       |
| 52        | 0.9447    | 0.01      | 1.0       | 2.967     | 1.559     | 1.0       |
| 53        | 0.944     | 0.01      | 0.7       | 1.757     | 3.0       | 1.0       |
| 54        | 0.8397    | 3.18      | 0.7       | 5.0       | 1.0       | 1.0       |
| 55        | 0.9439    | 0.01      | 0.7       | 1.0       | 2.657     | 1.0       |
| 56        | 0.9115    | 0.5466    | 0.7       | 1.504     | 1.934     | 1.0       |
| 57        | 0.9438    | 0.01      | 1.0       | 2.672     | 2.276     | 1.0       |
| 58        | 0.818     | 5.036     | 1.0       | 5.0       | 3.0       | 1.0       |
| 59        | 0.9447    | 0.01      | 0.7       | 2.302     | 1.538     | 1.0       |
| 60        | 0.9387    | 0.436     | 0.7727    | 1.11      | 2.989     | 1.0       |
=====================================================================================
Best parameters for label identity_hate: {'alpha': 0.13788393353862147, 'max_df': 0.9474985572987579, 'min_df': 3, 'ngram_range': (1, 2)}
